Date,Month_Num,Weekday,AI_Platform,AI_Model_Version,Active_Users,New_Users,Churned_Users,Daily_Churn_Rate,Retention_Rate,User_ID,Query_Type,Input_Text,Input_Text_Length,Response_Tokens,Topic_Category,User_Rating,User_Experience_Score,Session_Duration_sec,Device_Type,Language,Response_Accuracy,Response_Speed_sec,Response_Time_Category,Correction_Needed,User_Return_Frequency,Customer_Support_Interactions,Region
2024-12-11,12,Wednesday,ChatGPT,GPT-4-turbo,350000,17500,17500,0.05,0.95,5f816bec-a80e-45a9-9907-7104c6e2d3cb,General,What are the best practices for personal finance?,8,57,Best Practices,5,1.5,8,Laptop/Desktop,zh,0.7015,3.9,Standard,0,10,0,Czech Republic
2024-12-02,12,Monday,DeepSeek,DeepSeek-Chat 1.5,2750000,275000,55000,0.02,0.95,49e51756-ddcf-4a33-86d8-b265691e4071,Technical,Optimize this neural networks code:,5,106,Code Optimization,5,2.01,11,Laptop/Desktop,en,0.8817,1.83,Fast,0,3,1,Uganda
2024-12-02,12,Monday,DeepSeek,DeepSeek-Chat 1.5,2750000,275000,55000,0.02,0.95,c92ea278-d1cd-45f1-9806-e7710db21cb0,Technical,Debug this error in SQL optimization:,6,345,Debugging,5,2.01,35,Mobile,zh,0.8915,1.92,Fast,0,8,3,Austria
2024-12-02,12,Monday,DeepSeek,DeepSeek-Chat 1.5,2750000,275000,55000,0.02,0.95,43cdc28b-3b03-4e55-8b48-b44bd0db73f3,Technical,Explain SQL optimization algorithm,4,251,Algorithm Explanation,5,2.01,31,Mobile,es,0.8698,1.94,Fast,0,10,3,Honduras
2024-12-02,12,Monday,DeepSeek,DeepSeek-Chat 1.5,2750000,275000,55000,0.02,0.95,ac8cc040-ae47-4843-a2c2-5c3e19899b2c,General,How to implement REST APIs in Python?,7,170,Implementation Help,5,2.01,36,Laptop/Desktop,zh,0.8807,1.95,Fast,0,4,2,Nepal
2024-12-02,12,Monday,DeepSeek,DeepSeek-Chat 1.5,2750000,275000,55000,0.02,0.95,88ea3ae0-76c2-434e-864d-09544c33a8ea,Technical,Optimize this neural networks code:,5,131,Code Optimization,4,1.61,32,Tablet,fr,0.9678,1.72,Fast,0,6,3,Saint Martin
2024-12-02,12,Monday,DeepSeek,DeepSeek-Chat 1.5,2750000,275000,55000,0.02,0.95,e9835624-ac91-41d5-b72c-c770f6894884,Technical,Optimize this neural networks code:,5,234,Code Optimization,5,2.01,16,Tablet,zh,0.8799,1.94,Fast,1,7,0,Namibia
2024-01-13,1,Saturday,ChatGPT,GPT-4-turbo,900000,45000,45000,0.05,0.95,242e2024-d6ad-462f-a112-11a863248bf9,General,Draft a professional email about personal finance,7,142,Professional Writing,5,1.58,22,Mobile,de,0.6565,3.58,Standard,0,9,0,South Africa
2023-09-25,9,Monday,DeepSeek,DeepSeek-Chat 1.5,500000,50000,10000,0.02,0.95,8dff0b24-a9f7-48b3-b413-d0c641add4d7,Technical,Optimize this SQL optimization code:,5,192,Code Optimization,5,2.1,23,Mobile,fr,0.907,1.24,Fast,0,2,0,Congo
2023-09-25,9,Monday,DeepSeek,DeepSeek-Chat 1.5,500000,50000,10000,0.02,0.95,d4ecd8f8-02b9-4a5b-b792-823e5b0ec050,Technical,Debug this error in REST APIs:,6,445,Debugging,4,1.7,17,Mobile,de,0.84,1.09,Fast,0,2,1,Sudan
2023-09-25,9,Monday,DeepSeek,DeepSeek-Chat 1.5,500000,50000,10000,0.02,0.95,5d31eebf-5ffd-43a6-9488-8d9ca48d23a9,Technical,Explain neural networks algorithm,4,167,Algorithm Explanation,5,2.1,30,Mobile,zh,0.8737,1.31,Fast,0,2,3,United States of America
2023-09-25,9,Monday,DeepSeek,DeepSeek-Chat 1.5,500000,50000,10000,0.02,0.95,e2606a5c-b20e-4cab-9036-9d70599c0684,Technical,Debug this error in REST APIs:,6,87,Debugging,5,2.1,21,Mobile,es,0.8777,1.34,Fast,0,6,0,Saint Barthelemy
2023-09-25,9,Monday,DeepSeek,DeepSeek-Chat 1.5,500000,50000,10000,0.02,0.95,ffdbbf1e-40be-4b39-94a6-1089aabbd0f7,Technical,Optimize this SQL optimization code:,5,206,Code Optimization,4,1.7,13,Mobile,de,0.8857,1.31,Fast,0,9,2,Denmark
2023-09-25,9,Monday,DeepSeek,DeepSeek-Chat 1.5,500000,50000,10000,0.02,0.95,cb1e3558-09f8-4844-9701-4cd284874541,Technical,Explain SQL optimization algorithm,4,456,Algorithm Explanation,5,2.1,46,Mobile,de,0.8368,1.37,Fast,0,2,3,Belgium
2023-09-25,9,Monday,DeepSeek,DeepSeek-Chat 1.5,500000,50000,10000,0.02,0.95,0b8bf931-b077-40e6-bd16-ee01e8bb62f1,Technical,Explain neural networks algorithm,4,291,Algorithm Explanation,5,2.1,25,Mobile,de,0.8896,1.25,Fast,0,8,1,United States of America
2023-09-25,9,Monday,DeepSeek,DeepSeek-Chat 1.5,500000,50000,10000,0.02,0.95,3ee90d3f-5a17-4bf9-9cb0-81711135b64a,Technical,Explain REST APIs algorithm,4,260,Algorithm Explanation,4,1.7,29,Laptop/Desktop,zh,0.9226,1.14,Fast,0,4,2,Djibouti
2023-09-25,9,Monday,DeepSeek,DeepSeek-Chat 1.5,500000,50000,10000,0.02,0.95,c638e875-ebc4-4224-ad77-f5ffff6f196e,Technical,Explain REST APIs algorithm,4,338,Algorithm Explanation,5,2.1,52,Laptop/Desktop,de,0.8305,1.09,Fast,0,3,1,Pitcairn Islands
2023-09-25,9,Monday,DeepSeek,DeepSeek-Chat 1.5,500000,50000,10000,0.02,0.95,d5fe7c6f-dcf1-47ff-8ed7-102b6dd96d18,Technical,Optimize this neural networks code:,5,110,Code Optimization,5,2.1,24,Mobile,es,0.8449,1.41,Fast,0,5,1,Italy
2024-07-05,7,Friday,ChatGPT,GPT-4-turbo,600000,30000,30000,0.05,0.95,0571cafc-d742-42c0-abb0-bb2a9d1ab6a4,General,What are the best practices for climate change?,8,409,Best Practices,4,1.19,22,Laptop/Desktop,fr,0.817,3.74,Standard,0,1,0,Somalia
2024-07-05,7,Friday,ChatGPT,GPT-4-turbo,600000,30000,30000,0.05,0.95,a7561dae-03e6-4641-90c8-80ebf763f2c6,General,Draft a professional email about climate change,7,448,Professional Writing,4,1.19,12,Laptop/Desktop,zh,0.8289,3.61,Standard,1,6,1,Paraguay
2024-07-05,7,Friday,ChatGPT,GPT-4-turbo,600000,30000,30000,0.05,0.95,bb6007f4-01c8-4dda-9cb8-255ffd285899,General,Explain climate change in simple terms,6,56,Education,4,1.19,20,Mobile,en,0.8361,3.69,Standard,1,3,3,Japan
2024-07-05,7,Friday,ChatGPT,GPT-4-turbo,600000,30000,30000,0.05,0.95,1fd20c1f-fb2a-4028-919c-f454ae65e8da,General,Write a blog post about AI ethics,7,393,Content Creation,3,0.79,40,Laptop/Desktop,en,0.8348,3.58,Standard,1,1,2,Taiwan
2024-07-05,7,Friday,ChatGPT,GPT-4-turbo,600000,30000,30000,0.05,0.95,402b0c38-8776-46ad-9423-1eb0ff1c916a,General,Write a blog post about climate change,7,330,Content Creation,3,0.79,34,Mobile,es,0.8153,3.53,Standard,0,7,0,Netherlands Antilles
2024-07-05,7,Friday,ChatGPT,GPT-4-turbo,600000,30000,30000,0.05,0.95,225ea338-de4c-48b0-bff0-c412bb548497,General,Explain AI ethics in simple terms,6,79,Education,3,0.79,17,Mobile,de,0.8469,3.84,Standard,0,5,0,Pakistan
2024-07-05,7,Friday,ChatGPT,GPT-4-turbo,600000,30000,30000,0.05,0.95,c069dbae-79d1-4b8b-9022-71d618a972d4,General,Explain climate change in simple terms,6,293,Education,3,0.79,20,Mobile,en,0.7572,3.78,Standard,1,2,2,Czech Republic
2024-07-05,7,Friday,ChatGPT,GPT-4-turbo,600000,30000,30000,0.05,0.95,f5215bcb-1a21-49f2-b82a-eb8e11025f9d,General,Explain climate change in simple terms,6,434,Education,3,0.79,31,Mobile,de,0.7898,3.51,Standard,0,1,2,Belarus
2024-07-05,7,Friday,ChatGPT,GPT-4-turbo,600000,30000,30000,0.05,0.95,361bec23-8cf0-4fd6-9bba-46882726be33,General,Explain climate change in simple terms,6,464,Education,3,0.79,22,Laptop/Desktop,de,0.835,3.54,Standard,0,4,1,Pitcairn Islands
2024-07-05,7,Friday,ChatGPT,GPT-4-turbo,600000,30000,30000,0.05,0.95,625f4315-d844-4742-8298-3965844b57e2,General,What are the best practices for climate change?,8,458,Best Practices,4,1.19,32,Mobile,en,0.78,3.78,Standard,0,2,2,Chad
2024-07-05,7,Friday,ChatGPT,GPT-4-turbo,600000,30000,30000,0.05,0.95,064bd7d5-9c64-4954-91a3-40e26d8a2542,General,Write a blog post about climate change,7,425,Content Creation,3,0.79,6,Mobile,fr,0.7881,3.82,Standard,0,6,3,Pakistan
2024-07-05,7,Friday,ChatGPT,GPT-4-turbo,600000,30000,30000,0.05,0.95,4c19a1df-7c64-4b3f-bde3-478356e59f4d,General,What are the best practices for AI ethics?,8,461,Best Practices,3,0.79,25,Laptop/Desktop,de,0.8254,3.73,Standard,0,10,2,Malaysia
2024-07-05,7,Friday,ChatGPT,GPT-4-turbo,600000,30000,30000,0.05,0.95,a694bd67-f14c-4c88-ba82-c8fe52494419,General,What are the best practices for climate change?,8,325,Best Practices,4,1.19,5,Laptop/Desktop,en,0.8165,3.66,Standard,0,8,0,Japan
2023-10-20,10,Friday,DeepSeek,DeepSeek-Chat 1.5,650000,65000,13000,0.02,0.95,098a33cf-2caa-40d0-829f-ff5752cc939b,Technical,Optimize this neural networks code:,5,299,Code Optimization,5,2.19,27,Laptop/Desktop,zh,0.8398,0.74,Instant,1,7,0,Jamaica
2023-10-20,10,Friday,DeepSeek,DeepSeek-Chat 1.5,650000,65000,13000,0.02,0.95,937acb7f-fbde-47ff-aa01-130b6eaf1d61,Technical,Debug this error in SQL optimization:,6,231,Debugging,5,2.19,41,Laptop/Desktop,en,0.8896,0.67,Instant,0,5,3,Lesotho
2023-10-20,10,Friday,DeepSeek,DeepSeek-Chat 1.5,650000,65000,13000,0.02,0.95,798fc4d9-9b24-4bae-be01-16c8cce02542,General,How to implement neural networks in Python?,7,243,Implementation Help,5,2.19,21,Laptop/Desktop,de,0.8228,0.87,Instant,1,9,1,Romania
2023-10-20,10,Friday,DeepSeek,DeepSeek-Chat 1.5,650000,65000,13000,0.02,0.95,472513a5-a446-4881-94d6-01b5a09043c7,Technical,Debug this error in neural networks:,6,485,Debugging,5,2.19,47,Laptop/Desktop,de,0.8219,0.86,Instant,0,3,2,Andorra
2023-10-20,10,Friday,DeepSeek,DeepSeek-Chat 1.5,650000,65000,13000,0.02,0.95,9e5a4cc8-b4cb-47ce-9ad4-127e8505a32b,General,How to implement REST APIs in Python?,7,438,Implementation Help,5,2.19,60,Laptop/Desktop,de,0.8226,0.63,Instant,0,5,2,Zambia
2023-10-20,10,Friday,DeepSeek,DeepSeek-Chat 1.5,650000,65000,13000,0.02,0.95,fe59ae4c-5622-431f-bacf-d7816b9811a2,Technical,Debug this error in SQL optimization:,6,335,Debugging,5,2.19,28,Mobile,es,0.8778,0.87,Instant,0,5,2,Poland
2023-10-20,10,Friday,DeepSeek,DeepSeek-Chat 1.5,650000,65000,13000,0.02,0.95,e6be778d-f3a3-4aa9-96ce-091d4779002c,Technical,Debug this error in neural networks:,6,445,Debugging,5,2.19,14,Mobile,zh,0.851,0.79,Instant,0,10,0,Malaysia
2023-10-20,10,Friday,DeepSeek,DeepSeek-Chat 1.5,650000,65000,13000,0.02,0.95,a17b6b76-8d02-4180-b9e3-78e6fc8ed77e,Technical,Explain REST APIs algorithm,4,62,Algorithm Explanation,4,1.79,50,Mobile,fr,0.8686,0.98,Instant,0,6,0,Martinique
2023-10-20,10,Friday,DeepSeek,DeepSeek-Chat 1.5,650000,65000,13000,0.02,0.95,d4ecd8f8-02b9-4a5b-b792-823e5b0ec050,General,How to implement neural networks in Python?,7,150,Implementation Help,4,1.79,23,Mobile,zh,0.8634,0.92,Instant,0,7,2,Kyrgyz Republic
2023-10-20,10,Friday,DeepSeek,DeepSeek-Chat 1.5,650000,65000,13000,0.02,0.95,6e550de0-50e9-4232-b073-af3ebca3534a,General,How to implement SQL optimization in Python?,7,298,Implementation Help,5,2.19,41,Mobile,zh,0.905,0.94,Instant,1,8,1,Oman
2023-08-12,8,Saturday,ChatGPT,GPT-4-turbo,1150000,57500,57500,0.05,0.95,003e0210-d94d-4d8f-afe3-ef59a6f863ff,General,What are the best practices for AI ethics?,8,392,Best Practices,4,1.29,19,Mobile,zh,0.7379,2.98,Fast,0,4,1,Argentina
2023-08-12,8,Saturday,ChatGPT,GPT-4-turbo,1150000,57500,57500,0.05,0.95,91cff849-0073-465b-b9a8-a0744e415acc,General,Write a blog post about AI ethics,7,66,Content Creation,3,0.89,7,Laptop/Desktop,fr,0.6955,3.1,Fast,0,4,3,Nicaragua
2023-08-12,8,Saturday,ChatGPT,GPT-4-turbo,1150000,57500,57500,0.05,0.95,c3d16a54-684d-49e2-9622-3fd2c6cab8f8,General,What are the best practices for AI ethics?,8,378,Best Practices,4,1.29,21,Smart Speaker,fr,0.7212,3.09,Fast,0,6,1,Oman
2023-08-12,8,Saturday,ChatGPT,GPT-4-turbo,1150000,57500,57500,0.05,0.95,aae4604f-cd4c-4044-b56b-a9b6598aa4f5,General,Draft a professional email about personal finance,7,341,Professional Writing,5,1.69,16,Laptop/Desktop,de,,2.91,Fast,0,7,3,Moldova
2023-08-12,8,Saturday,ChatGPT,GPT-4-turbo,1150000,57500,57500,0.05,0.95,f5a97cb7-c783-41ad-9fab-68468fcba97a,General,What are the best practices for climate change?,8,324,Best Practices,3,0.89,21,Laptop/Desktop,zh,0.7225,2.86,Fast,0,2,3,United States Minor Outlying Islands
2023-08-12,8,Saturday,ChatGPT,GPT-4-turbo,1150000,57500,57500,0.05,0.95,4c815027-5a77-4705-be37-f5762fdec738,General,What are the best practices for personal finance?,8,88,Best Practices,3,0.89,5,Mobile,es,0.6827,3.08,Fast,0,5,0,Azerbaijan
2023-08-12,8,Saturday,ChatGPT,GPT-4-turbo,1150000,57500,57500,0.05,0.95,e9de3b0a-f8c9-43df-9ad6-08b9bf2ea5b9,General,What are the best practices for AI ethics?,8,142,Best Practices,3,0.89,33,Laptop/Desktop,en,0.7271,2.98,Fast,0,8,1,Denmark
2023-08-12,8,Saturday,ChatGPT,GPT-4-turbo,1150000,57500,57500,0.05,0.95,e2c7ff06-9511-4544-adcf-e0fb98811bee,General,Draft a professional email about climate change,7,120,Professional Writing,4,1.29,40,Mobile,de,0.662,2.91,Fast,0,8,1,South Georgia and the South Sandwich Islands
2023-08-12,8,Saturday,ChatGPT,GPT-4-turbo,1150000,57500,57500,0.05,0.95,b9ddf0d6-e462-4d94-b5c5-bd5c09b8af23,General,Explain climate change in simple terms,6,286,Education,3,0.89,20,Mobile,zh,0.6781,3.07,Fast,0,1,2,Christmas Island
2023-08-12,8,Saturday,ChatGPT,GPT-4-turbo,1150000,57500,57500,0.05,0.95,7f70f263-4d64-42d9-96b2-3a76c956acfd,General,Draft a professional email about climate change,7,111,Professional Writing,4,1.29,16,Mobile,es,0.7178,2.94,Fast,0,2,0,Oman
2025-01-12,1,Sunday,DeepSeek,DeepSeek-Chat 1.5,2900000,290000,58000,0.02,0.95,a450c8ee-0672-498e-825e-82da1b88bc25,Technical,Debug this error in neural networks:,6,293,Debugging,5,2.13,28,Mobile,es,0.9571,1.09,Fast,0,3,1,Lebanon
2025-01-12,1,Sunday,DeepSeek,DeepSeek-Chat 1.5,2900000,290000,58000,0.02,0.95,9dcd7ab8-1f46-4630-83ff-f198f3cdd2d5,Technical,Optimize this REST APIs code:,5,188,Code Optimization,5,2.13,41,Mobile,de,0.8963,1.12,Fast,0,3,3,Italy
2025-01-12,1,Sunday,DeepSeek,DeepSeek-Chat 1.5,2900000,290000,58000,0.02,0.95,cdd06a41-5daa-4838-aec5-30a417804fbe,General,How to implement SQL optimization in Python?,7,500,Implementation Help,5,2.13,20,Mobile,fr,0.9287,1.38,Fast,1,3,1,Guernsey
2025-01-12,1,Sunday,DeepSeek,DeepSeek-Chat 1.5,2900000,290000,58000,0.02,0.95,5d54874d-2c25-4bbe-96f7-b436cd908d9d,General,How to implement REST APIs in Python?,7,410,Implementation Help,5,2.13,10,Mobile,zh,0.9237,1.3,Fast,1,8,2,Nepal
2025-01-12,1,Sunday,DeepSeek,DeepSeek-Chat 1.5,2900000,290000,58000,0.02,0.95,2ea8c931-f299-47d0-95e3-c9e0d3e3d461,Technical,Explain REST APIs algorithm,4,153,Algorithm Explanation,5,2.13,20,Laptop/Desktop,fr,0.9519,1.19,Fast,0,7,2,Monaco
2025-01-12,1,Sunday,DeepSeek,DeepSeek-Chat 1.5,2900000,290000,58000,0.02,0.95,f35b8620-17dc-48f8-8b78-f4290ae00e96,Technical,Optimize this neural networks code:,5,363,Code Optimization,5,2.13,40,Tablet,es,0.9391,1.18,Fast,0,7,2,Sri Lanka
2024-04-01,4,Monday,ChatGPT,GPT-4-turbo,750000,37500,37500,0.05,0.95,d914c7f8-9516-44a6-a391-e924da4601bd,General,Draft a professional email about climate change,7,440,Professional Writing,3,0.79,32,Mobile,en,0.9249,3.99,Standard,0,1,2,Cote d'Ivoire
2024-03-14,3,Thursday,DeepSeek,DeepSeek-Chat 1.5,1400000,140000,28000,0.02,0.95,31801f25-7ae0-481d-8d90-63f7069ca252,Technical,Debug this error in neural networks:,6,486,Debugging,5,2.01,32,Mobile,de,0.9112,2.03,Fast,0,8,1,Ghana
2024-03-14,3,Thursday,DeepSeek,DeepSeek-Chat 1.5,1400000,140000,28000,0.02,0.95,e49382e8-5cfd-48ef-b1d7-3d8127efa069,Technical,Debug this error in neural networks:,6,341,Debugging,5,2.01,49,Mobile,en,0.8973,1.8,Fast,0,7,2,Albania
2024-03-14,3,Thursday,DeepSeek,DeepSeek-Chat 1.5,1400000,140000,28000,0.02,0.95,a2ac6b54-4e15-4320-a5ac-b316cdd0604f,Technical,Optimize this REST APIs code:,5,248,Code Optimization,5,2.01,36,Mobile,en,0.9295,1.66,Fast,0,6,2,Iraq
2024-03-14,3,Thursday,DeepSeek,DeepSeek-Chat 1.5,1400000,140000,28000,0.02,0.95,799243ac-ea60-474f-88ae-3220e681714c,General,How to implement neural networks in Python?,7,335,Implementation Help,5,2.01,51,Laptop/Desktop,fr,0.9121,1.72,Fast,0,3,2,Brazil
2024-03-14,3,Thursday,DeepSeek,DeepSeek-Chat 1.5,1400000,140000,28000,0.02,0.95,0b34cd67-b76c-43f5-be97-4069a29fd0c5,Technical,Explain REST APIs algorithm,4,60,Algorithm Explanation,4,1.61,29,Laptop/Desktop,zh,0.9909,1.98,Fast,0,2,2,Niue
2024-03-14,3,Thursday,DeepSeek,DeepSeek-Chat 1.5,1400000,140000,28000,0.02,0.95,93f931e0-3ec8-470c-8b8d-ef7090025d4c,Technical,Explain neural networks algorithm,4,78,Algorithm Explanation,5,2.01,40,Laptop/Desktop,de,0.9609,1.77,Fast,0,10,0,Lithuania
2024-03-14,3,Thursday,DeepSeek,DeepSeek-Chat 1.5,1400000,140000,28000,0.02,0.95,f9c75a47-b398-44aa-8e0f-1b3971ad2ce9,Technical,Debug this error in neural networks:,6,169,Debugging,5,2.01,46,Mobile,en,0.911,1.77,Fast,1,9,2,Svalbard & Jan Mayen Islands
2024-03-14,3,Thursday,DeepSeek,DeepSeek-Chat 1.5,1400000,140000,28000,0.02,0.95,61c42dca-35b4-4637-84a6-ba29cd76aeab,General,How to implement REST APIs in Python?,7,462,Implementation Help,5,2.01,32,Mobile,de,0.9826,2.02,Fast,0,7,0,Malawi
2024-06-04,6,Tuesday,ChatGPT,GPT-4-turbo,650000,32500,32500,0.05,0.95,e0d52173-eca5-4d60-901d-462af17b4b5a,General,Draft a professional email about climate change,7,487,Professional Writing,4,1.25,33,Laptop/Desktop,en,0.7908,3.37,Standard,0,10,3,Fiji
2024-06-04,6,Tuesday,ChatGPT,GPT-4-turbo,650000,32500,32500,0.05,0.95,8c311cfc-f7c6-49df-a7d1-d422873c2522,General,Draft a professional email about personal finance,7,343,Professional Writing,4,1.25,22,Tablet,en,0.7173,3.19,Standard,0,7,1,France
2024-06-04,6,Tuesday,ChatGPT,GPT-4-turbo,650000,32500,32500,0.05,0.95,5fea0633-1d75-4def-8ffd-dcf4b32addd2,General,Write a blog post about AI ethics,7,486,Content Creation,4,1.25,8,Laptop/Desktop,es,,3.28,Standard,1,9,3,Maldives
2024-06-04,6,Tuesday,ChatGPT,GPT-4-turbo,650000,32500,32500,0.05,0.95,fe171b29-9207-4bd6-8b03-e100a8f3ea6f,General,Write a blog post about climate change,7,227,Content Creation,5,1.65,25,Laptop/Desktop,de,0.7797,3.29,Standard,0,7,0,Isle of Man
2024-06-04,6,Tuesday,ChatGPT,GPT-4-turbo,650000,32500,32500,0.05,0.95,4f3257c9-58c8-41e2-abd3-406a24f0078d,General,Write a blog post about AI ethics,7,88,Content Creation,5,1.65,8,Laptop/Desktop,de,0.7595,3.39,Standard,0,7,3,Guinea
2024-06-04,6,Tuesday,ChatGPT,GPT-4-turbo,650000,32500,32500,0.05,0.95,a152b5e0-f4a8-4495-a449-68802a0d5ad0,General,Explain personal finance in simple terms,6,162,Education,5,1.65,26,Laptop/Desktop,es,0.7127,3.3,Standard,0,7,3,Haiti
2024-06-04,6,Tuesday,ChatGPT,GPT-4-turbo,650000,32500,32500,0.05,0.95,dc834c92-1b8d-4949-ba9e-316937c2b073,General,What are the best practices for personal finance?,8,440,Best Practices,4,1.25,17,Laptop/Desktop,es,0.7529,3.28,Standard,0,2,3,Sudan
2024-06-04,6,Tuesday,ChatGPT,GPT-4-turbo,650000,32500,32500,0.05,0.95,44d4898c-3530-471d-aa1a-c658abfc9cce,General,What are the best practices for AI ethics?,8,198,Best Practices,3,0.85,39,Mobile,en,0.7301,3.06,Standard,0,10,1,Guinea-Bissau
